ilkid,year,firstname,lastname,team,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,pf,fga,fgm,fta,ftm,tpa,tpm,allstar
FORDPH01  ,1979,Phil,Ford,KCK,gp-mb,minutes-mb,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
FRAZIWA01 ,1979,Walt,Frazier,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FREEWO01  ,1979,World,Free,SDC,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-mr,tpm-mr,YES
FURLOTE01 ,1979,Terry,Furlow,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FURLOTE01 ,1979,Terry,Furlow,UTA,gp-b,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
FURLOTE01 ,1979,Terry,Furlow,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
GALEMI01  ,1979,Mike,Gale,SAS,gp-b,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GARLAGA01 ,1979,Gary,Garland,DEN,gp-mb,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
GERARGU01 ,1979,Gus,Gerard,KCK,gp-mb,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-b,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GERVIGE01 ,1979,George,Gervin,SAS,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-b,tpm-b,YES
GIANEJO01 ,1979,John,Gianelli,UTA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
GILMOAR01 ,1979,Artis,Gilmore,CHI,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GIVENJA01 ,1979,Jack,Givens,ATL,gp-mb,minutes-b,pts-r,oreb-b,dreb-r,reb-b,asts-r,stl-b,blk-r,pf-b,fga-b,fgm-r,fta-r,ftm-b,tpa-mr,tpm-mr,NO
GLENNMI01 ,1979,Mike,Glenn,NYK,gp-mb,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GONDRGL01 ,1979,Glen,Gondrezick,DEN,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GREENDA01 ,1979,David,Greenwood,CHI,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GREENMI01 ,1979,Mike,Green,KCK,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
GREVEKE01 ,1979,Kevin,Grevey,WA1,gp-b,minutes-b,pts-b,oreb-b,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
GRIFFPA01 ,1979,Paul,Griffin,SAS,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
GROSSBO01 ,1979,Bob,Gross,POR,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
GRUNFER01 ,1979,Ernie,Grunfeld,KCK,gp-mb,minutes-b,pts-r,oreb-b,dreb-r,reb-b,asts-r,stl-b,blk-mr,pf-b,fga-b,fgm-r,fta-r,ftm-b,tpa-mr,tpm-mr,NO
HAMILRO01 ,1979,Roylee,Hamilton,DET,gp-mb,minutes-r,pts-r,oreb-r,dreb-mr,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HARDYJA01 ,1979,James,Hardy,UTA,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HASSEJO01 ,1979,Joey,Hassett,IND,gp-mb,minutes-r,pts-b,oreb-r,dreb-mr,reb-mr,asts-r,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-mr,ftm-mr,tpa-b,tpm-b,NO
HAWESST01 ,1979,Steve,Hawes,ATL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HAYESEL01 ,1979,Elvin,Hayes,WA1,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-mb,reb-mb,asts-b,stl-b,blk-b,pf-mb,fga-mb,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,YES
HAYWOSP01 ,1979,Spencer,Haywood,LAL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HEARDGA01 ,1979,Garfield,Heard,PHO,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HENDEGE01 ,1979,Gerald,Henderson,BOS,gp-mb,minutes-r,pts-r,oreb-r,dreb-mr,reb-mr,asts-b,stl-b,blk-r,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HENDETO01 ,1979,Tom,Henderson,HOU,gp-b,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HIGHJO01  ,1979,Johnny,High,PHO,gp-mb,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HILLAR01  ,1979,Armond,Hill,ATL,gp-mb,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-mb,fga-b,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HILLMDA01 ,1979,Darnell,Hillman,GSW,gp-r,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-b,fga-mr,fgm-mr,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
HOLLABR01 ,1979,Brad,Holland,LAL,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HOLLILI01 ,1979,Lionel,Hollins,POR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-r,blk-mr,pf-mr,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HOLLILI01 ,1979,Lionel,Hollins,TOT,gp-r,minutes-b,pts-b,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HOLLILI01 ,1979,Lionel,Hollins,PHI,gp-r,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-r,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
HUBBAPH01 ,1979,Phil,Hubbard,DET,gp-b,minutes-r,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
HUGHEKI01 ,1979,Kim,Hughes,DEN,gp-mb,minutes-b,pts-mr,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-mr,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
HUSTOGE01 ,1979,Geoff,Huston,NYK,gp-mb,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ISSELDA01 ,1979,Dan,Issel,DEN,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-mr,tpm-mr,NO
JACKSPH01 ,1979,Phil,Jackson,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JEELAAB01 ,1979,Abdul,Jeelani,POR,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSCL01 ,1979,Clemon,Johnson,IND,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-r,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JOHNSDE01 ,1979,Dennis,Johnson,SEA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-mb,fgm-b,fta-b,ftm-b,tpa-b,tpm-r,YES
JOHNSED02 ,1979,Eddie,Johnson,ATL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
JOHNSGE01 ,1979,George,Johnson,NJN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-mb,pf-mb,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JOHNSGE03 ,1979,George,Johnson,DEN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSJO01 ,1979,John,Johnson,SEA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSLY01 ,1979,Lynbert,Johnson,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSMA01 ,1979,Magic,Johnson,LAL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-mb,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,YES
JOHNSMA02 ,1979,Marques,Johnson,MIL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JOHNSMI01 ,1979,Mickey,Johnson,IND,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
JOHNSOL01 ,1979,Ollie,Johnson,CHI,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JOHNSVI01 ,1979,Vinnie,Johnson,SEA,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JONESBO01 ,1979,Bobby,Jones,PHI,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JONESCA01 ,1979,Caldwell,Jones,PHI,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-mb,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JONESDW01 ,1979,Dwight,Jones,HOU,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JONESDW01 ,1979,Dwight,Jones,CHI,gp-b,minutes-r,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-r,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JONESDW01 ,1979,Dwight,Jones,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
JONESMA01 ,1979,Major,Jones,HOU,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JORDAED01 ,1979,Eddie,Jordan,NJN,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-mb,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-r,NO
JUDKIJE01 ,1979,Jeff,Judkins,BOS,gp-b,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-r,tpm-r,NO
KELLERI01 ,1979,Rich,Kelley,PHO,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KELLERI01 ,1979,Rich,Kelley,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KELLERI01 ,1979,Rich,Kelley,NJN,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KELSEGR01 ,1979,Greg,Kelser,DET,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KENONLA01 ,1979,Larry,Kenon,SAS,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KIFFIIR01 ,1979,Irv,Kiffin,SAS,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KILPACA01 ,1979,Carl,Kilpatrick,UTA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KINGBE01  ,1979,Bernard,King,UTA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KINGRE01  ,1979,Reggie,King,KCK,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KNIGHBI01 ,1979,Billy,Knight,IND,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KNIGHTO01 ,1979,Toby,Knight,NYK,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,NO
KRAMEAR01 ,1979,Arvid,Kramer,DEN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KRAMEJO01 ,1979,Joel,Kramer,PHO,gp-b,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-r,stl-r,blk-mr,pf-r,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
KUESTJO01 ,1979,John,Kuester,IND,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KUNNEKE01 ,1979,Kevin,Kunnert,POR,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KUPCHMI01 ,1979,Mitch,Kupchak,WA1,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LACEYSA01 ,1979,Sam,Lacey,KCK,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LAGARTO01 ,1979,Tom,Lagarde,SEA,gp-mb,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
LAMBEJO01 ,1979,John,Lambert,CLE,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LANDSMA01 ,1979,Mark,Landsberger,LAL,gp-mr,minutes-mr,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LANDSMA01 ,1979,Mark,Landsberger,CHI,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-r,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
LANDSMA01 ,1979,Mark,Landsberger,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LANIEBO01 ,1979,Bob,Lanier,TOT,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LANIEBO01 ,1979,Bob,Lanier,MIL,gp-r,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-r,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LANIEBO01 ,1979,Bob,Lanier,DET,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LEAVEAL01 ,1979,Allen,Leavell,HOU,gp-mb,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LEEBU01   ,1979,Butch,Lee,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LEEBU01   ,1979,Butch,Lee,LAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LEEBU01   ,1979,Butch,Lee,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LEERO01   ,1979,Ron,Lee,TOT,gp-b,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-r,ftm-mr,tpa-b,tpm-b,NO
LEERO01   ,1979,Ron,Lee,DET,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-r,pf-r,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
LEERO01   ,1979,Ron,Lee,ATL,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LONGJO01  ,1979,John,Long,DET,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LUCASJO01 ,1979,John,Lucas,GSW,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-r,NO
LUCASMA01 ,1979,Maurice,Lucas,NJN,gp-mr,minutes-r,pts-r,oreb-r,dreb-b,reb-b,asts-r,stl-mr,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
LUCASMA01 ,1979,Maurice,Lucas,POR,gp-r,minutes-r,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
LUCASMA01 ,1979,Maurice,Lucas,TOT,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MACKOL01  ,1979,Ollie,Mack,TOT,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-r,blk-mr,pf-mr,fga-mr,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MACKOL01  ,1979,Ollie,Mack,LAL,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MACKOL01  ,1979,Ollie,Mack,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MALONMO01 ,1979,Moses,Malone,HOU,gp-mb,minutes-mb,pts-mb,oreb-mb,dreb-mb,reb-mb,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-mb,ftm-mb,tpa-mr,tpm-mr,YES
MALOVST01 ,1979,Steve,Malovic,TOT,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MALOVST01 ,1979,Steve,Malovic,WA1,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MALOVST01 ,1979,Steve,Malovic,DET,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MALOVST01 ,1979,Steve,Malovic,SDC,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MARAVPE02 ,1979,Pete,Maravich,UTA,gp-mr,minutes-mr,pts-r,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MARAVPE02 ,1979,Pete,Maravich,BOS,gp-r,minutes-mr,pts-r,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-r,fgm-r,fta-mr,ftm-r,tpa-mr,tpm-mr,NO
MARAVPE02 ,1979,Pete,Maravich,TOT,gp-r,minutes-r,pts-b,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-r,NO
MAXWECE01 ,1979,Cedric,Maxwell,BOS,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-mb,ftm-b,tpa-mr,tpm-mr,NO
MAYSC01   ,1979,Scott,May,CHI,gp-b,minutes-b,pts-b,oreb-b,dreb-r,reb-b,asts-r,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
